Wall time,Step,Value
1746875625.2470922,4,1.0
1746875640.9914439,18,0.8947368264198303
1746875669.4291077,40,1.1951220035552979
1746875676.7237768,47,1.125
1746875695.6997304,62,1.2000000476837158
1746875697.2327862,63,1.2000000476837158
1746875705.4022982,71,1.1200000047683716
1746875712.645497,77,1.100000023841858
1746875719.670694,82,1.1399999856948853
1746875729.4726164,89,1.1799999475479126
1746875744.802344,103,1.1799999475479126
1746875749.948682,107,1.2599999904632568
1746875766.5740497,121,1.2000000476837158
1746875774.223538,128,1.159999966621399
1746875776.052742,130,1.0800000429153442
1746875808.1202564,157,0.9200000166893005
1746875811.4432478,160,0.9200000166893005
1746875814.1459324,162,0.9599999785423279
1746875816.2374148,164,0.8999999761581421
1746875826.4770765,172,0.8999999761581421
1746875850.77537,191,1.0199999809265137
1746875864.8827834,203,0.9800000190734863
1746875867.8796842,205,1.059999942779541
1746875904.000983,229,1.7599999904632568
1746875923.6180434,244,1.7000000476837158
1746875924.9996653,245,1.7200000286102295
1746875944.2417915,259,1.840000033378601
1746875960.9568806,271,1.7599999904632568
1746875965.3494895,274,1.7000000476837158
1746875977.7733753,282,1.8200000524520874
1746875981.5685437,285,1.7599999904632568
1746875994.7158456,295,1.7599999904632568
1746876024.708477,316,1.7200000286102295
1746876028.960808,319,1.7400000095367432
1746876032.7014794,322,1.7200000286102295
1746876068.5439422,346,1.7599999904632568
1746876088.0153372,358,2.0
1746876097.846808,364,2.059999942779541
1746876100.4970105,366,2.059999942779541
1746876118.868833,378,2.119999885559082
1746876131.3704088,386,2.059999942779541
1746876138.7792766,390,2.200000047683716
1746876156.4169154,402,2.119999885559082
1746876175.8432853,415,1.9600000381469727
1746876188.1387107,422,2.0399999618530273
1746876212.2157352,436,2.180000066757202
1746876213.2077858,437,2.1600000858306885
1746876215.8390658,439,2.0999999046325684
1746876227.5759,446,2.1600000858306885
1746876252.3447952,461,2.259999990463257
1746876258.1035006,465,2.259999990463257
1746876274.5015457,475,2.180000066757202
1746876281.1339297,480,2.119999885559082
1746876283.0832887,481,2.1600000858306885
1746876291.7324593,487,2.059999942779541
1746876323.4180496,510,1.6799999475479126
1746876327.8265574,512,1.7799999713897705
1746876329.8409033,513,1.7999999523162842
1746876335.6691978,517,1.7799999713897705
1746876356.5971422,533,1.6399999856948853
1746876365.8742523,538,1.7599999904632568
1746876368.9993625,540,1.7999999523162842
1746876390.4627502,552,2.140000104904175
1746876398.5300074,556,2.319999933242798
1746876406.3472865,562,2.1600000858306885
1746876460.432086,590,2.9600000381469727
1746876469.025523,594,3.059999942779541
1746876472.816051,596,3.0799999237060547
1746876528.589438,628,2.9000000953674316
1746876529.9094756,629,2.9200000762939453
1746876544.3973181,637,2.5199999809265137
1746876553.8208938,643,2.440000057220459
1746876554.8556669,644,2.3399999141693115
1746876575.4121687,658,2.0799999237060547
1746876592.9910839,667,2.0399999618530273
1746876605.6908014,675,2.180000066757202
1746876642.3387046,694,2.5399999618530273
1746876694.5762866,721,3.0799999237060547
1746876702.1315796,725,3.0999999046325684
1746876737.2934835,744,3.0
1746876774.289341,764,2.9800000190734863
1746876794.5144498,775,2.799999952316284
1746876795.526018,776,2.759999990463257
1746876807.5779877,782,2.740000009536743
1746876817.6825018,788,2.700000047683716
1746876849.5690858,804,2.7200000286102295
1746876850.9746542,805,2.680000066757202
1746876855.8946037,807,2.859999895095825
1746876878.9407022,819,3.319999933242798
1746876900.6651685,832,3.119999885559082
1746876945.845894,857,2.819999933242798
1746876962.3592975,866,2.640000104904175
1746876971.6170135,871,2.6600000858306885
1746876997.7658405,886,2.759999990463257
1746877019.699342,897,2.799999952316284
1746877028.332581,901,2.940000057220459
1746877088.940479,930,3.5199999809265137
1746877109.0719862,942,3.259999990463257
1746877121.092093,949,3.200000047683716
1746877223.1806982,999,3.700000047683716
1746877229.5219402,1002,3.559999942779541
1746877232.8933692,1004,3.5199999809265137
1746877258.9714775,1015,3.7799999713897705
1746877273.949938,1022,3.859999895095825
1746877283.083104,1026,4.019999980926514
1746877286.5193682,1028,4.079999923706055
1746877306.69952,1037,4.179999828338623
1746877347.3100297,1056,4.199999809265137
1746877376.2656565,1070,4.059999942779541
1746877378.6992435,1071,4.119999885559082
1746877382.7986112,1073,4.019999980926514
1746877391.6301284,1077,4.0
1746877409.1212535,1086,3.880000114440918
1746877433.3594067,1098,3.759999990463257
1746877443.3248253,1102,3.759999990463257
1746877445.7378697,1104,3.6600000858306885
1746877457.3590019,1109,3.759999990463257
1746877462.2240078,1111,3.740000009536743
1746877485.228008,1121,3.819999933242798
1746877494.5363612,1125,3.9000000953674316
1746877509.6857786,1132,3.7200000286102295
1746877514.6790373,1134,3.819999933242798
1746877545.1971078,1146,4.340000152587891
1746877556.0040057,1151,4.179999828338623
1746877558.6403413,1152,4.21999979019165
1746877587.6440425,1164,4.400000095367432
1746877613.3216503,1174,4.599999904632568
1746877616.2459342,1176,4.599999904632568
1746877633.4995456,1184,4.619999885559082
1746877652.5582552,1193,4.260000228881836
1746877654.3754091,1194,4.239999771118164
1746877709.3067923,1218,4.260000228881836
1746877724.79123,1225,4.28000020980835
1746877778.1924214,1246,4.840000152587891
1746877788.7467823,1251,4.840000152587891
1746877791.9376173,1252,4.900000095367432
1746877796.9382188,1254,4.920000076293945
1746877804.8804712,1257,4.800000190734863
1746877815.0389972,1261,4.900000095367432
1746877826.9408765,1267,4.659999847412109
1746877838.4008863,1271,4.78000020980835
1746877850.2629728,1276,4.820000171661377
1746877899.6806016,1298,4.400000095367432
1746877918.9605412,1306,4.340000152587891
1746877961.6182568,1322,4.559999942779541
1746877969.1394808,1325,4.659999847412109
1746878019.4915164,1345,5.079999923706055
1746878054.275322,1360,5.039999961853027
1746878064.2905738,1364,5.079999923706055
1746878094.5865288,1375,5.159999847412109
1746878095.5657156,1376,5.019999980926514
1746878207.1263814,1417,5.559999942779541
1746878260.0844524,1438,5.320000171661377
1746878262.5582657,1439,5.380000114440918
1746878309.1902735,1457,5.119999885559082
1746878311.8873925,1458,5.139999866485596
1746878354.625056,1474,4.920000076293945
1746878357.1556978,1476,4.679999828338623
1746878392.027227,1490,4.940000057220459
1746878402.787456,1494,4.960000038146973
1746878425.6227188,1502,5.019999980926514
1746878445.3496258,1510,4.960000038146973
1746878452.6044755,1513,4.960000038146973
1746878462.0707672,1516,5.099999904632568
1746878494.9661803,1528,5.260000228881836
1746878553.2222679,1548,5.699999809265137
1746878561.0705247,1551,5.679999828338623
1746878599.7961388,1565,6.0
1746878608.5030243,1568,5.860000133514404
1746878622.6021152,1573,5.980000019073486
1746878629.7570956,1576,5.940000057220459
1746878657.8485906,1585,6.119999885559082
1746878689.8094318,1596,6.260000228881836
1746878704.703187,1601,6.320000171661377
1746878709.9656873,1603,6.260000228881836
1746878782.4457917,1627,6.71999979019165
1746878805.5323184,1635,6.619999885559082
1746878811.8745275,1637,6.679999828338623
1746878902.3761213,1670,6.260000228881836
1746878928.2776363,1679,6.21999979019165
1746878940.2070096,1685,5.840000152587891
1746878964.5709805,1694,5.840000152587891
1746878984.7593422,1702,5.260000228881836
1746878989.6737218,1704,5.199999809265137
1746878998.7798548,1707,5.440000057220459
1746879010.2170382,1711,5.340000152587891
1746879031.1240907,1718,5.380000114440918
1746879105.8129973,1745,5.699999809265137
1746879187.5187702,1775,5.659999847412109
1746879193.3924,1777,5.619999885559082
1746879225.3068755,1789,5.840000152587891
1746879233.2122993,1792,5.78000020980835
1746879256.4276996,1800,5.940000057220459
1746879398.3419409,1847,7.71999979019165
1746879408.1793487,1851,7.360000133514404
1746879437.4045186,1860,7.5
1746879452.7142901,1865,7.480000019073486
1746879460.006402,1867,7.340000152587891
1746879522.814617,1888,7.079999923706055
1746879558.8981366,1899,7.300000190734863
1746879568.2499423,1902,7.400000095367432
1746879586.7589388,1908,7.420000076293945
1746879590.7076926,1909,7.519999980926514
1746879634.4443357,1924,7.119999885559082
1746879674.5005324,1936,7.380000114440918
1746879689.5263677,1940,7.599999904632568
1746879703.8621175,1945,7.599999904632568
1746879711.1811826,1947,7.420000076293945
1746879750.3965642,1960,7.059999942779541
1746879754.2880886,1961,7.119999885559082
1746879767.1845202,1966,7.179999828338623
1746879804.2601707,1977,7.639999866485596
1746879810.0612698,1979,7.599999904632568
1746879833.2192621,1987,7.320000171661377
