Wall time,Step,Value
1747096613.7942297,4,1.7999999523162842
1747096643.222642,18,1.5263158082962036
1747096684.6586208,40,1.2682926654815674
1747096698.2147124,47,1.2708333730697632
1747096728.3755314,62,1.059999942779541
1747096729.649145,63,1.059999942779541
1747096748.005137,71,1.2400000095367432
1747096761.3887782,77,1.2999999523162842
1747096772.195187,82,1.440000057220459
1747096785.6625712,89,1.399999976158142
1747096812.1520355,103,1.340000033378601
1747096820.8418915,107,1.3799999952316284
1747096845.8348696,121,1.2400000095367432
1747096860.8482194,128,1.2000000476837158
1747096863.9696329,130,1.1799999475479126
1747096911.5010593,157,0.8799999952316284
1747096917.1567159,160,0.8999999761581421
1747096921.5085375,162,0.9399999976158142
1747096924.6174927,164,0.9200000166893005
1747096942.6556232,172,1.159999966621399
1747096983.68173,191,1.340000033378601
1747097006.4648206,203,1.4199999570846558
1747097009.741496,205,1.440000057220459
1747097058.094238,229,1.2799999713897705
1747097089.4900022,244,1.340000033378601
1747097091.2470143,245,1.3600000143051147
1747097119.4545233,259,1.4600000381469727
1747097145.8899639,271,1.440000057220459
1747097151.3969247,274,1.3600000143051147
1747097169.791122,282,1.5399999618530273
1747097176.2604578,285,1.5
1747097200.9332516,295,1.840000033378601
1747097244.370719,316,1.899999976158142
1747097252.012369,319,2.0399999618530273
1747097257.973831,322,1.940000057220459
1747097310.1496422,346,1.7000000476837158
1747097338.2859125,358,1.7999999523162842
1747097356.3844323,364,2.0999999046325684
1747097361.249919,366,2.1600000858306885
1747097388.5737464,378,2.2200000286102295
1747097407.181163,386,2.380000114440918
1747097414.3795688,390,2.259999990463257
1747097441.7805655,402,2.140000104904175
1747097470.2983897,415,1.7799999713897705
1747097485.1169472,422,1.7599999904632568
1747097519.51581,436,1.8200000524520874
1747097521.288188,437,1.8200000524520874
1747097525.4999487,439,1.840000033378601
1747097541.504733,446,1.9800000190734863
1747097573.188468,461,1.840000033378601
1747097581.5684223,465,1.7999999523162842
1747097606.689702,475,2.0
1747097615.9125555,480,1.840000033378601
1747097618.971295,481,1.7999999523162842
1747097631.8355067,487,1.7599999904632568
1747097680.3748887,510,1.659999966621399
1747097684.013858,512,1.659999966621399
1747097685.7253811,513,1.600000023841858
1747097693.643973,517,1.600000023841858
1747097727.7691433,533,1.340000033378601
